,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
80,ArminTi/Nilearn_Practice_fMRI,2024-10-08,[],,"{'plotting': 4, 'image': 4, 'glm': 2, 'datasets': 1, 'maskers': 1}","{'plot_epi': 3, 'plotting': 16, 'mean_img': 8, 'plot_event': 2, 'make_first_level_design_matrix': 1, 'first_level': 2, 'plot_design_matrix': 1, 'FirstLevelModel': 1, 'plot_contrast_matrix': 1, 'plot_stat_map': 1, 'plot_anat': 3, 'plot_img': 1, 'index_img': 1, 'plot_carpet': 1, 'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'plot_roi': 3, 'NiftiLabelsMasker': 1, 'NiftiMasker': 1, 'new_img_like': 1}",0,3,True
81,aplanchu/qMRI-CAO,2024-05-28,[],,{'masking': 10},{'unmask': 13},5,0,True
82,Revelia/GPT2-aligment,2023-12-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,,,0,0,False
83,dPys/PyNets,2022-06-02,[],,,,0,0,False
85,vrgsdaniel/mri_learning,2020-05-24,"[{'file': 'environment.yml', 'version': '  - nilearn=0.6.*\n', 'extracted_version': '0.6'}]",0.6,{'input_data': 1},{'NiftiLabelsMasker': 1},1,0,True
86,luiscam7/cerebro,2023-12-27,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""PyQt6"", ""darkdetect"", ""dipy"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""mne[hdf5]"", ""nibabel"", ""nilearn"", ""numba"", ""numexpr"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyobjc-framework-Cocoa (>=5.2.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle"", ""qtpy"", ""scikit-learn"", ""sip"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
87,lukassnoek/nilearn-tutorial,2020-10-30,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",0.6.0,"{'datasets': 2, 'image': 2, 'plotting': 2, 'masking': 2, 'input_data': 2, 'regions': 1, 'connectome': 1}","{'fetch_haxby': 1, 'datasets': 4, 'load_img': 5, 'image': 15, 'new_img_like': 1, 'plot_anat': 2, 'plotting': 13, 'index_img': 2, 'math_img': 2, 'smooth_img': 1, 'plot_epi': 1, 'plot_stat_map': 1, 'view_img': 1, 'compute_epi_mask': 1, 'masking': 3, 'apply_mask': 1, 'unmask': 1, 'NiftiMasker': 2, 'clean_img': 1, 'fetch_development_fmri': 1, 'mean_img': 1, 'plot_roi': 3, 'view_img_on_surf': 1, 'fetch_atlas_harvard_oxford': 2, 'plot_prob_atlas': 1, 'resample_img': 1, 'resample_to_img': 1, 'img_to_signals_labels': 1, 'regions': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'find_parcellation_cut_coords': 1, 'view_connectome': 1}",0,1,True
88,lukassnoek/nilearn-stats-tutorial,2020-12-07,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",0.6.0,"{'glm': 7, 'plotting': 2, 'reporting': 1, 'masking': 1}","{'glover_hrf': 1, 'compute_regressor': 1, 'plot_design_matrix': 3, 'FirstLevelModel': 3, 'make_first_level_design_matrix': 1, 'plot_stat_map': 3, 'plotting': 3, 'threshold_stats_img': 1, 'make_glm_report': 1, 'intersect_masks': 1, 'masking': 1, 'SecondLevelModel': 2}",0,1,True
89,lukassnoek/MSc_thesis,2015-12-28,[],,,,0,0,False
90,lukassnoek/SharedStates,2017-03-17,[],,{'plotting': 3},{'plot_stat_map': 1},0,3,True
91,jooh/neuroconda,2021-05-20,[],,,,0,0,False
92,BrainNetworksCourse/brain-networks-pset1,2018-09-26,[],,{'plotting': 1},"{'plot_anat': 1, 'plotting': 2, 'plot_prob_atlas': 1}",0,1,True
93,BrainNetworksCourse/brain-networks-course,2018-11-08,[],,"{'plotting': 4, 'datasets': 2, 'decomposition': 1, 'regions': 1, 'connectome': 2, 'image': 1, 'input_data': 1}","{'plot_anat': 2, 'plotting': 12, 'plot_prob_atlas': 3, 'fetch_adhd': 1, 'datasets': 1, 'DictLearning': 1, 'RegionExtractor': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'find_probabilistic_atlas_cut_coords': 1, 'plot_connectome': 1, 'index_img': 2, 'image': 2, 'find_xyz_cut_coords': 1, 'plot_stat_map': 1, 'cm': 1, 'show': 1}",0,4,True
94,miykael/atlasreader,2025-04-04,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 2, 'plotting': 1, '_utils': 1, 'regions': 1}","{'check_niimg': 7, 'iter_img': 2, 'image': 11, 'index_img': 2, 'new_img_like': 3, 'threshold_img': 1, 'connected_regions': 1, 'concat_imgs': 1, 'math_img': 2, 'cm': 1, 'plotting': 3, 'plot_glass_brain': 1, 'plot_stat_map': 1, 'crop_img': 1}",2,0,True
95,cosasha97/interpretability-dl-ndd,2021-09-08,"[{'file': 'requirements.txt', 'version': 'nilearn == 0.7.1', 'extracted_version': '0.7.1'}]",0.7.1,{'plotting': 2},,1,1,False
96,yiyuwang/NTFA_AVFP,2023-07-06,[],,"{'input_data': 3, 'plotting': 6, 'image': 6}","{'NiftiMasker': 5, 'plot_glass_brain': 11, 'plotting': 33, 'show': 16, 'plot_connectome': 6, 'load_img': 10, 'image': 18, 'mean_img': 8}",6,2,True
97,yiyuwang/AffVids_mvpa,2025-03-30,[],,"{'input_data': 18, 'decoding': 8, 'masking': 17, 'image': 30, 'plotting': 36, 'reporting': 5, 'glm': 9, 'surface': 7, 'datasets': 10}","{'NiftiMasker': 11, '_load_mask_img': 4, 'masking': 4, 'coord_transform': 4, 'new_img_like': 21, '_apply_mask_and_get_affinity': 8, 'fetch_surf_fsaverage': 4, 'plot_surf': 28, 'plotting': 49, 'vol_to_surf': 36, 'surface': 36, 'plot_img': 3, 'threshold_stats_img': 2, 'get_data': 2, 'threshold_img': 4, 'index_img': 2, 'mean_img': 7, 'plot_stat_map': 16, 'math_img': 48, 'load_mni152_gm_mask': 1, 'view_img': 1, 'fetch_atlas_harvard_oxford': 1, 'datasets': 2, 'NiftiLabelsMasker': 1, 'input_data': 1, 'clean_img': 1, 'image': 2, 'FirstLevelModel': 2, 'load_img': 3, 'plot_glass_brain': 4, 'plot_img_comparison': 2, 'fetch_icbm152_brain_gm_mask': 1, 'resample_to_img': 1, 'plot_design_matrix': 1, 'concat_imgs': 1}",2,11,True
98,yiyuwang/DeepLearningTrainingProjects,2025-03-04,[],,,,0,0,False
99,tghafari/mTBI-predict,2024-09-17,[],,,,0,0,False
100,VandyCatLab/idvor,2024-07-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
101,by-liu/jigsaw,2022-02-09,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'notebooks/wandb/run-20220118_161053-sub63h9e/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_040401-pmddw0ol/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220201_042951-3toichuw/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220124_041640-2sxyjm7n/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220118_161621-1pvgsrci/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220126_152212-q6bx94ke/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220201_031410-3pugqpiz/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_084029-1oqsp969/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220118_161926-21gbip7a/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220201_043145-m79rqtmb/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_113823-6qduq7kv/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_034829-3190ny9r/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220126_162053-32v4658f/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_043400-247jwhel/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_044450-natw39pk/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_193948-2brcrwei/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_044149-1ainoc6j/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_194245-166qoioa/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_044556-l95zwqal/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220203_010815-20fkt121/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_032900-1pa88hj5/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220118_160420-3quxd7bk/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_032334-18k4lquo/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_180919-37bf58dq/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_113249-3g7a1e20/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_035321-da52t9q6/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_192203-3d754u5h/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220201_031048-8kv0uvl7/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220118_163157-f58ue7qr/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_020805-9mkwsymw/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_080832-1evllp96/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_080632-30y0y0rp/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_035528-1zj74gpg/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220124_060320-299tc68s/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_061909-3rw1lnpy/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220125_191748-38gfuwy3/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_042348-t40tlfqu/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_021325-jhrszxri/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_022516-27i6euii/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220126_103250-ciq210hx/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220123_183204-29vcd53k/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_060035-u1dt0b2e/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220127_035721-tz32sl17/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220202_122328-1bw7elab/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_041437-2stren1f/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_170645-2ae7m84z/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_013926-2vhwtha1/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220119_032506-1qy583v9/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220124_105913-2gyb67ma/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220202_044117-r7cap1cj/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_170144-3rryvp79/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220204_064320-wxkbrl7q/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220203_073410-f68nrgnd/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220127_091213-35fa3ll7/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_043809-2fu3hi46/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220128_061523-3urqceav/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'notebooks/wandb/run-20220205_024120-1kxg16j0/files/requirements.txt', 'version': 'nilearn==0.8.0\n', 'extracted_version': '0.8.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.8.0,,,0,0,False
102,by-liu/2022-BrainTopogr-fNIRS-AV,2022-02-11,[],,{'glm': 2},{'make_first_level_design_matrix': 2},2,0,True
103,rob-luke/2022-ABPS-fNIRS-Demo,2022-10-08,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'nilearn = "">=0.9""\n', 'extracted_version': '0.9'}]",0.9,{'plotting': 1},{'plot_design_matrix': 1},0,1,True
104,continuum-llms/acad-gpt,2023-05-03,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
105,jscanass/dwi_processing,2019-05-11,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,{'plotting': 1},{'plot_anat': 1},0,1,True
106,slavaheroes/breil-algonauts-challenge,2024-07-25,[],,"{'datasets': 1, 'plotting': 1}",,1,0,False
107,harsharaman/bold5000_fmri,2021-02-28,"[{'file': 'requirements.txt', 'version': 'nilearn=0.7.0=pyhd8ed1ab_0\n', 'extracted_version': '0.7.0'}]",0.7.0,,,0,0,False
108,pierreHmbt/GL-3SR,2024-06-04,[],,"{'datasets': 1, 'input_data': 1, 'plotting': 1}","{'fetch_adhd': 1, 'datasets': 2, 'fetch_atlas_msdl': 1, 'NiftiMapsMasker': 1, 'input_data': 1, 'plot_connectome': 1, 'plotting': 1}",0,1,True
109,jasonbian97/fastcod-code,2023-11-01,[],,{'image': 1},{'resample_img': 2},1,0,True
110,LivingPark-MRI/hanganu-etal-2014,2023-03-03,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
111,LivingPark-MRI/scherfler-etal,2023-03-22,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
112,LivingPark-MRI/zeighami-etal-2015,2022-11-23,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
113,LivingPark-MRI/livingpark-utils,2024-11-19,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,{'plotting': 1},"{'plot_anat': 2, 'plotting': 2}",1,0,True
114,nipoppy/nipoppy,2025-04-01,"[{'file': 'nipoppy/data/examples/sample_pipelines/fs_stats-0.2.1/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipoppy/data/examples/sample_pipelines/static_FC-0.1.0/requirements.txt', 'version': 'nilearn>=0.11.1\n', 'extracted_version': '0.11.1'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",0.11.1,"{'datasets': 1, 'interfaces': 1, 'maskers': 1, 'connectome': 1}","{'fetch_atlas_schaefer_2018': 1, 'datasets': 1, 'NiftiLabelsMasker': 2, 'load_confounds': 2, 'load_confounds_strategy': 1, 'ConnectivityMeasure': 1}",1,0,True
115,bids-standard/model-zoo,2023-04-10,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'model-zoo/exhibits/spm_tutorials/requirements.txt', 'version': None, 'extracted_version': None}]",0.0.0,,,0,0,False
116,LeiGuo0812/restpy,2024-12-28,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 4, 'maskers': 3, 'plotting': 1, 'datasets': 1}","{'load_img': 5, 'image': 7, 'NiftiMasker': 5, 'maskers': 5, 'clean_img': 1, 'NiftiLabelsMasker': 1, 'plot_epi': 1, 'plotting': 4, 'index_img': 1, 'plot_glass_brain': 2, 'NiftiSpheresMasker': 2, 'plot_roi': 1}",4,0,True
117,youssefHosni/Data-Science-Portofolio,2024-08-02,"[{'file': 'Natural_Language_processing/Sentiment-analysis/train/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'Natural_Language_processing/Sentiment-analysis/sevre/requirements.txt', 'version': None, 'extracted_version': None}]",,,,0,0,False
118,youssefHosni/resting-state-fMRI-calssification,2020-11-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,,,0,0,False
119,azm157/AI-MRI-Research,2025-02-01,"[{'file': 'requirements.txt', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
120,misho-dimitrov/Motion_Correction_rs-fMRI,2024-08-16,"[{'file': 'jupyter/requirements.txt', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 1, 'datasets': 1, 'maskers': 2, 'connectome': 1}","{'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'plot_roi': 1, 'plotting': 3, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 2}",0,1,True
121,misho-dimitrov/Tianeptine_wDC,2025-03-18,[],,"{'input_data': 2, 'maskers': 2, 'image': 3, 'masking': 1, 'plotting': 2}","{'NiftiMasker': 3, 'plot_img': 5, 'plotting': 5, 'binarize_img': 1, 'image': 1, 'intersect_masks': 3, 'masking': 3, 'math_img': 1}",2,3,True
122,misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,2024-11-29,[],,"{'input_data': 2, 'maskers': 2, 'image': 3, 'masking': 1, 'plotting': 3, 'datasets': 1}","{'NiftiMasker': 3, 'plot_img': 5, 'plotting': 8, 'binarize_img': 1, 'image': 1, 'intersect_masks': 3, 'masking': 3, 'load_mni152_template': 1, 'datasets': 1, 'plot_stat_map': 3, 'math_img': 1}",2,4,True
