name,last_commit,versions,n_notebook,n_notebook_parsed,n_python_file,n_python_file_parsed,import_counts,function_counts,contains_python_2,extracted_version,lockfile,has_version,has_imports,use_imports,include,user,repo,content,p_notebook_parsed,p_python_file_parsed,duplicated_repo
jamalw/MES_jukebox,2017-12-05,[],0,0,7,7,"{'image': 5, 'input_data': 2, 'plotting': 2}","{'load_img': 19, 'NiftiMasker': 2}",False,n/a,n/a,False,True,True,True,jamalw,MES_jukebox,python,n/a,1.0,False
jamalw/music_event_structures,2018-02-02,[],0,0,5,5,"{'image': 3, 'input_data': 2, 'plotting': 2}","{'load_img': 9, 'NiftiMasker': 2}",False,n/a,n/a,False,True,True,True,jamalw,music_event_structures,python,n/a,1.0,False
jamalw/music_event_structures_tigress,2022-07-19,[],0,0,16,15,"{'input_data': 3, 'image': 13, 'plotting': 2}","{'load_img': 27, 'NiftiMasker': 2}",False,n/a,n/a,False,True,True,True,jamalw,music_event_structures_tigress,python,n/a,0.9375,False
TashinAhmed/HATE,2024-06-21,"[{'file': 'requirements.txt', 'version': 'nilearn                            0.6.2\n', 'extracted_version': '0.6.2'}]",0,0,0,0,{},{},False,0.6.2,requirements.txt,True,False,False,True,TashinAhmed,HATE,mixed,n/a,n/a,False
zhangdong92/CSSR,2024-03-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}]",0,0,0,0,{},{},False,0.9.2,requirements.txt,True,False,False,True,zhangdong92,CSSR,mixed,n/a,n/a,False
loufay/Beyond-the-prompt,2025-03-11,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,loufay,Beyond-the-prompt,mixed,n/a,n/a,False
didi226/scut_eeg_feature,2025-01-13,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",5,0,3,2,"{'connectome': 2, 'plotting': 3}","{'ConnectivityMeasure': 2, 'plot_matrix': 3}",False,n/a,n/a,False,True,True,True,didi226,scut_eeg_feature,python,0.0,0.6666666666666666,False
Ishank56/federated-random-parkinson,2025-02-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.11.1\n', 'extracted_version': '0.11.1'}]",0,0,0,0,{},{},False,0.11.1,requirements.txt,True,False,False,True,Ishank56,federated-random-parkinson,mixed,n/a,n/a,False
nipype/pydra-tutorial,2024-12-29,"[{'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,environment.yml,True,False,False,True,nipype,pydra-tutorial,mixed,n/a,n/a,False
nipype/nipype2pydra,2024-05-21,"[{'file': 'required-fileformats/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'nipype2pydra/pkg_gen/resources/templates/related-packages/fileformats-extras/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'nipype2pydra/pkg_gen/resources/templates/related-packages/fileformats/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/slicer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/petpvc/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/nilearn/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/camino2trackvis/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/bru2nii/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/workbench/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/diffusion_toolkit/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dcmstack/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/cmtk/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dynamic_slicer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/spm/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyfit/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/fsl/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/robex/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/brainsuite/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/semtools/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/freesurfer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/cat12/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dipy/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/quickshear/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/ants/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/nitime/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/c3/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyseg/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/vista/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dtitk/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/elastix/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/minc/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/mipav/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/camino/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/meshfix/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/afni/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyreg/pyproject.toml', 'version': None, 'extracted_version': None}]",0,0,1,0,{},{},False,n/a,n/a,False,False,False,False,nipype,nipype2pydra,mixed,n/a,0.0,False
nipype/pydra-mriqc,2024-05-22,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,pyproject.toml,True,False,False,True,nipype,pydra-mriqc,mixed,n/a,n/a,False
nipype/pydra,2025-04-02,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",1,0,0,0,{},{},False,0.0.0,several_lockfile_detected,True,False,False,True,nipype,pydra,mixed,0.0,n/a,False
nipype/pydra-nireports,2024-05-21,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '>= 0.5.2', 'extracted_version': '0.5.2'}]",0,0,0,0,{},{},False,0.5.2,pyproject.toml,True,False,False,True,nipype,pydra-nireports,mixed,n/a,n/a,False
nipype/pydra-niworkflows,2024-05-21,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '>= 0.5.2', 'extracted_version': '0.5.2'}]",0,0,0,0,{},{},False,0.5.2,pyproject.toml,True,False,False,True,nipype,pydra-niworkflows,mixed,n/a,n/a,False
nipype/pydra-fitlins,2022-09-12,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0,0,3,3,"{'FirstLevelModel': 1, '_flatten': 1, 'prepare_contrasts': 1, 'plotting': 1, 'glm': 6}","{'plot_design_matrix': 1, 'plot_glass_brain': 2, 'plot_surf_stat_map': 4, 'make_first_level_design_matrix': 1, 'design_matrix': 1, 'run_glm': 2, 'first_level': 3, 'FirstLevelModel': 1, 'compute_contrast': 2, 'SecondLevelModel': 1, 'second_level': 1, '_compute_fixed_effects_params': 1, 'compute_fixed_effects': 1}",False,0.0.0,several_lockfile_detected,True,True,True,True,nipype,pydra-fitlins,python,n/a,1.0,False
pantaray/hpc-parallel-computing,2023-07-20,[],2,2,1,1,"{'compute_connectome': 2, 'subjectList': 1, 'datasets': 1, 'plotting': 1, 'maskers': 1}","{'fetch_development_fmri': 1, 'fetch_coords_power_2011': 1, 'NiftiSpheresMasker': 1, 'plot_connectome': 1}",False,n/a,n/a,False,True,True,True,pantaray,hpc-parallel-computing,mixed,1.0,1.0,False
rmenuet/fmri_decoding,2019-10-24,[],0,0,6,6,"{'input_data': 3, 'datasets': 1, 'image': 1, 'plotting': 1}","{'NiftiMasker': 3, 'fetch_neurovault': 1, 'resample_to_img': 1, 'plot_glass_brain': 2, 'plot_stat_map': 2}",False,n/a,n/a,False,True,True,True,rmenuet,fmri_decoding,python,n/a,1.0,False
Puckett-Lab/deepRetinotopy,2021-10-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.0a0\n', 'extracted_version': '0.6'}]",0,0,12,12,{'plotting': 12},{'view_surf': 25},False,0.6,requirements.txt,True,True,True,True,Puckett-Lab,deepRetinotopy,python,n/a,1.0,False
Puckett-Lab/explainability_CorticalSurfaceGDL,2022-03-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",1,0,3,3,{'plotting': 3},{'view_surf': 3},False,n/a,n/a,False,True,True,True,Puckett-Lab,explainability_CorticalSurfaceGDL,python,0.0,1.0,False
ArminTi/Nilearn_Practice_fMRI,2024-10-08,[],3,3,0,0,"{'plotting': 4, 'image': 4, 'glm': 2, 'datasets': 1, 'maskers': 1}","{'plot_epi': 3, 'mean_img': 8, 'plot_event': 2, 'make_first_level_design_matrix': 1, 'first_level': 2, 'plot_design_matrix': 1, 'FirstLevelModel': 1, 'plot_contrast_matrix': 1, 'plot_stat_map': 1, 'plot_anat': 3, 'plot_img': 1, 'index_img': 1, 'plot_carpet': 1, 'fetch_atlas_harvard_oxford': 1, 'plot_roi': 3, 'NiftiLabelsMasker': 1, 'NiftiMasker': 1, 'new_img_like': 1}",False,n/a,n/a,False,True,True,True,ArminTi,Nilearn_Practice_fMRI,notebook,1.0,n/a,False
aplanchu/qMRI-CAO,2024-05-28,[],0,0,5,5,{'masking': 10},{'unmask': 13},False,n/a,n/a,False,True,True,True,aplanchu,qMRI-CAO,python,n/a,1.0,False
Revelia/GPT2-aligment,2023-12-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0,0,0,0,{},{},False,0.10.2,requirements.txt,True,False,False,True,Revelia,GPT2-aligment,mixed,n/a,n/a,False
dPys/ndmg,2019-08-02,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0,0,7,5,"{'plotting': 2, 'image': 3}","{'plot_matrix': 1, '_edge_map': 2, 'load_img': 5, 'math_img': 5, 'mean_img': 1, 'resample_img': 1}",False,0.0.0,several_lockfile_detected,True,True,True,True,dPys,ndmg,python,n/a,0.7142857142857143,False
dPys/dmriprep,2019-11-09,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '!=0.5.0, !=0.5.1', 'extracted_version': '0.0.0'}]",0,0,1,1,{'__version__': 1},{},False,0.0.0,setup.cfg,True,True,False,True,dPys,dmriprep,python,n/a,1.0,False
dPys/PyNets,2022-06-02,[],0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,dPys,PyNets,mixed,n/a,n/a,False
kaurao/junifer,2022-09-14,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,12,9,"{'datasets': 6, 'image': 7, 'maskers': 4, '_utils': 2, 'masking': 1, 'connectome': 2}","{'fetch_oasis_vbm': 3, 'fetch_atlas_schaefer_2018': 5, 'NiftiLabelsMasker': 5, 'resample_to_img': 3, 'math_img': 3, 'NiftiMasker': 3, 'fetch_spm_auditory': 4, 'concat_imgs': 5, 'compute_brain_mask': 1, 'clean_img': 1, 'check_niimg_4d': 2, 'ConnectivityMeasure': 3}",False,0.0.0,pyproject.toml,True,True,True,True,kaurao,junifer,python,n/a,0.75,True
IanRFerguson/glm-express,2022-10-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}, {'file': 'glm_express/_setup/setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",0,0,6,4,"{'glm': 2, 'plotting': 3, 'reporting': 2, 'maskers': 3, 'connectome': 3, 'datasets': 1}","{'plot_glass_brain': 4, 'make_second_level_design_matrix': 2, 'second_level': 5, 'SecondLevelModel': 3, 'threshold_stats_img': 2, 'plot_stat_map': 2, 'get_clusters_table': 1, 'NiftiLabelsMasker': 2, 'ConnectivityMeasure': 3, 'NiftiMapsMasker': 2, 'fetch_atlas_msdl': 1, 'find_probabilistic_atlas_cut_coords': 1, 'find_parcellation_cut_coords': 1, 'plot_connectome': 3, 'show': 1, 'make_first_level_design_matrix': 1, 'first_level': 3, 'plot_design_matrix': 2, 'FirstLevelModel': 2, 'make_glm_report': 1}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,IanRFerguson,glm-express,python,n/a,0.6666666666666666,False
shimacos37/kaggle-trends-3rd-place-solution,2020-08-12,[],0,0,2,2,{'input_data': 2},"{'image': 4, 'nilearn': 4, 'NiftiLabelsMasker': 1, 'NiftiMasker': 1}",False,n/a,n/a,False,True,True,True,shimacos37,kaggle-trends-3rd-place-solution,python,n/a,1.0,False
ThanhHung2112/LMS_NextGen,2024-04-30,"[{'file': 'generate_boolean_questions_using_T5_transformer-master/requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,ThanhHung2112,LMS_NextGen,mixed,n/a,n/a,False
vrgsdaniel/mri_learning,2020-05-24,"[{'file': 'environment.yml', 'version': '  - nilearn=0.6.*\n', 'extracted_version': '0.6'}]",0,0,1,1,{'input_data': 1},{'NiftiLabelsMasker': 1},False,0.6,environment.yml,True,True,True,True,vrgsdaniel,mri_learning,python,n/a,1.0,False
luiscam7/cerebro,2023-12-27,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""PyQt6"", ""darkdetect"", ""dipy"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""mne[hdf5]"", ""nibabel"", ""nilearn"", ""numba"", ""numexpr"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyobjc-framework-Cocoa (>=5.2.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle"", ""qtpy"", ""scikit-learn"", ""sip"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,poetry.lock,True,False,False,True,luiscam7,cerebro,mixed,n/a,n/a,False
lukassnoek/nilearn-tutorial,2020-10-30,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",1,1,0,0,"{'datasets': 2, 'image': 2, 'plotting': 2, 'masking': 2, 'input_data': 2, 'regions': 1, 'connectome': 1}","{'fetch_haxby': 1, 'load_img': 5, 'new_img_like': 1, 'plot_anat': 2, 'index_img': 2, 'math_img': 2, 'smooth_img': 1, 'plot_epi': 1, 'plot_stat_map': 1, 'view_img': 1, 'compute_epi_mask': 1, 'apply_mask': 1, 'unmask': 1, 'NiftiMasker': 2, 'clean_img': 1, 'fetch_development_fmri': 1, 'mean_img': 1, 'plot_roi': 3, 'view_img_on_surf': 1, 'fetch_atlas_harvard_oxford': 2, 'plot_prob_atlas': 1, 'resample_img': 1, 'resample_to_img': 1, 'img_to_signals_labels': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'find_parcellation_cut_coords': 1, 'view_connectome': 1}",False,0.6.0,requirements.txt,True,True,True,True,lukassnoek,nilearn-tutorial,notebook,1.0,n/a,False
lukassnoek/nilearn-stats-tutorial,2020-12-07,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",1,1,0,0,"{'glm': 7, 'plotting': 2, 'reporting': 1, 'masking': 1}","{'glover_hrf': 1, 'compute_regressor': 1, 'plot_design_matrix': 3, 'FirstLevelModel': 3, 'make_first_level_design_matrix': 1, 'plot_stat_map': 3, 'threshold_stats_img': 1, 'make_glm_report': 1, 'intersect_masks': 1, 'SecondLevelModel': 2}",False,0.6.0,requirements.txt,True,True,True,True,lukassnoek,nilearn-stats-tutorial,notebook,1.0,n/a,False
lukassnoek/NI-edu,2024-05-07,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",13,12,2,1,"{'glm': 22, 'plotting': 12, 'reporting': 2, 'masking': 10, 'datasets': 8, 'image': 8, 'input_data': 5, 'regions': 2, 'connectome': 2, 'decoding': 1}","{'glover_hrf': 12, 'compute_regressor': 2, 'plot_design_matrix': 8, 'FirstLevelModel': 6, 'make_first_level_design_matrix': 5, 'plot_stat_map': 10, 'threshold_stats_img': 2, 'make_glm_report': 2, 'intersect_masks': 4, 'SecondLevelModel': 4, 'fetch_haxby': 2, 'load_img': 11, 'new_img_like': 4, 'plot_anat': 5, 'index_img': 4, 'math_img': 8, 'mean_img': 4, 'smooth_img': 2, 'plot_epi': 2, 'view_img': 2, 'compute_epi_mask': 2, 'apply_mask': 6, 'unmask': 3, 'NiftiMasker': 4, 'clean_img': 2, 'fetch_development_fmri': 2, 'plot_roi': 13, 'view_img_on_surf': 2, 'fetch_atlas_harvard_oxford': 7, 'plot_prob_atlas': 2, 'resample_img': 2, 'resample_to_img': 6, 'img_to_signals_labels': 2, 'NiftiLabelsMasker': 2, 'ConnectivityMeasure': 2, 'plot_matrix': 2, 'find_parcellation_cut_coords': 2, 'view_connectome': 2, '_cosine_drift': 1, 'glover_time_derivative': 2, 'load_mni152_template': 1, 'fetch_atlas_schaefer_2018': 1, 'SearchLight': 1}",False,n/a,n/a,False,True,True,True,lukassnoek,NI-edu,mixed,0.9230769230769231,0.5,False
lukassnoek/ReligiosityFMRI,2019-11-18,[],0,0,2,2,"{'image': 2, 'plotting': 1}","{'resample_to_img': 2, 'plot_stat_map': 1}",False,n/a,n/a,False,True,True,True,lukassnoek,ReligiosityFMRI,python,n/a,1.0,False
lukassnoek/MSc_thesis,2015-12-28,[],1,0,0,0,{},{},False,n/a,n/a,False,False,False,False,lukassnoek,MSc_thesis,mixed,0.0,n/a,False
lukassnoek/SharedStates,2017-03-17,[],3,3,0,0,{'plotting': 3},{'plot_stat_map': 1},False,n/a,n/a,False,True,True,True,lukassnoek,SharedStates,notebook,1.0,n/a,False
jooh/neuroconda,2021-05-20,[],0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,jooh,neuroconda,mixed,n/a,n/a,False
BrainNetworksCourse/brain-networks-pset1,2018-09-26,[],1,1,0,0,{'plotting': 1},"{'plot_anat': 1, 'plot_prob_atlas': 1}",False,n/a,n/a,False,True,True,True,BrainNetworksCourse,brain-networks-pset1,notebook,1.0,n/a,False
BrainNetworksCourse/brain-networks-course,2018-11-08,[],4,4,0,0,"{'plotting': 4, 'datasets': 2, 'decomposition': 1, 'regions': 1, 'connectome': 2, 'image': 1, 'input_data': 1}","{'plot_anat': 2, 'plot_prob_atlas': 3, 'fetch_adhd': 1, 'DictLearning': 1, 'RegionExtractor': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'find_probabilistic_atlas_cut_coords': 1, 'plot_connectome': 1, 'index_img': 2, 'find_xyz_cut_coords': 1, 'plot_stat_map': 1, 'cm': 1, 'show': 1}",False,n/a,n/a,False,True,True,True,BrainNetworksCourse,brain-networks-course,notebook,1.0,n/a,False
miykael/atlasreader,2025-04-04,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",1,0,2,2,"{'image': 2, 'plotting': 1, '_utils': 1, 'regions': 1}","{'crop_img': 1, 'check_niimg': 7, 'iter_img': 2, 'index_img': 2, 'new_img_like': 3, 'threshold_img': 1, 'connected_regions': 1, 'concat_imgs': 1, 'math_img': 2, 'cm': 1, 'plot_glass_brain': 1, 'plot_stat_map': 1}",False,0.0.0,pyproject.toml,True,True,True,True,miykael,atlasreader,python,0.0,1.0,False
