name,object,n,extracted_version,content
RaghavMadan/NeuroPathPredict,_filter_and_extract,3,0.9.0,mixed
Anwar-Said/NeuroPrep,fetch_atlas_schaefer_2018,1,0.0.0,python
Anwar-Said/NeuroPrep,load_img,2,0.0.0,python
Anwar-Said/NeuroPrep,ConnectivityMeasure,1,0.0.0,python
Anwar-Said/NeuroGraph,load_img,10,0.0.0,python
Anwar-Said/NeuroGraph,ConnectivityMeasure,8,0.0.0,python
Anwar-Said/NeuroGraph,fetch_atlas_schaefer_2018,8,0.0.0,python
SnehalB06/IntegrativeHubs,image,2,,python
SnehalB06/IntegrativeHubs,masking,3,,python
SnehalB06/IntegrativeHubs,NiftiLabelsMasker,1,,python
SnehalB06/IntegrativeHubs,plot_stat_map,1,,python
SnehalB06/IntegrativeHubs,plot_glass_brain,4,,python
brain-tools/rfmri-feature-extraction,load_img,3,0.9.2,python
brain-tools/rfmri-feature-extraction,NiftiMapsMasker,3,0.9.2,python
dangom/fluctus,NiftiMasker,2,,python
dangom/fluctus,NiftiLabelsMasker,1,,python
dangom/fluctus,new_img_like,1,,python
dangom/fluctus,math_img,2,,python
dangom/fluctus,binarize_img,1,,python
dangom/fluctus,load_img,2,,python
dangom/sfs,check_niimg_4d,2,,python
dangom/sfs,mean_img,1,,python
dangom/sfs,math_img,1,,python
dangom/sfs,NiftiMasker,2,,python
dangom/sfs,high_variance_confounds,1,,python
dangom/sfs,new_img_like,1,,python
Sapphirine/Dynamic-Networks-Supporting-Memory-in-the-Human-Brain,html_connectome,1,several_versions_detected,python
Sapphirine/Dynamic-Networks-Supporting-Memory-in-the-Human-Brain,fetch_surf_fsaverage,1,several_versions_detected,python
Sapphirine/Dynamic-Networks-Supporting-Memory-in-the-Human-Brain,mesh_to_plotly,1,several_versions_detected,python
Borda/pyBPDL,NiftiMasker,1,0.3.1,mixed
Borda/pyBPDL,CanICA,2,0.3.1,mixed
Borda/pyBPDL,DictLearning,2,0.3.1,mixed
audreycluo/cubic_superficialWM,fetch_surf_fsaverage,7,,mixed
audreycluo/cubic_superficialWM,load_surf_data,1,,mixed
audreycluo/cubic_superficialWM,plot_surf,44,,mixed
audreycluo/cubic_superficialWM,vol_to_surf,1,,mixed
audreycluo/cubic_luowmdev,vol_to_surf,4,,mixed
audreycluo/cubic_luowmdev,plot_surf_stat_map,7,,mixed
Clancy-wu/ME-PCA,load_img,1,0.0.0,python
Clancy-wu/PUMI,plot_roi,1,0.9.1,python
Clancy-wu/PUMI,plot_img,1,0.9.1,python
Clancy-wu/PUMI,plot_anat,3,0.9.1,python
Clancy-wu/PUMI,atlas,2,0.9.1,python
Clancy-wu/PUMI,index_img,1,0.9.1,python
Clancy-wu/PUMI,ConnectivityMeasure,1,0.9.1,python
Clancy-wu/PUMI,check_niimg_4d,1,0.9.1,python
Clancy-wu/PUMI,_safe_get_data,1,0.9.1,python
Clancy-wu/PUMI,clean,1,0.9.1,python
Clancy-wu/LesionBrainMapping,load_mni152_brain_mask,1,,mixed
Clancy-wu/LesionBrainMapping,math_img,5,,mixed
Clancy-wu/LesionBrainMapping,load_img,15,,mixed
Clancy-wu/LesionBrainMapping,resample_img,1,,mixed
Clancy-wu/LesionBrainMapping,new_img_like,2,,mixed
Clancy-wu/LesionBrainMapping,NiftiSpheresMasker,1,,mixed
Clancy-wu/LesionBrainMapping,NiftiMasker,4,,mixed
Clancy-wu/LesionBrainMapping,concat_imgs,2,,mixed
Clancy-wu/LesionBrainMapping,resample_to_img,2,,mixed
Clancy-wu/LesionBrainMapping,mean_img,3,,mixed
Clancy-wu/LesionBrainMapping,binarize_img,1,,mixed
tjiagoM/spatio-temporal-brain,ConnectivityMeasure,3,,python
vkola-lab/iscience2023,plot_img,5,several_versions_detected,python
vkola-lab/iscience2023,plot_anat,1,several_versions_detected,python
vkola-lab/iscience2023,plot_stat_map,6,several_versions_detected,python
vkola-lab/iscience2023,find_cut_slices,3,several_versions_detected,python
akcarsten/pyMate,FirstLevelModel,2,0.10.3,python
akcarsten/pyMate,load_img,1,0.10.3,python
akcarsten/pyMate,resample_to_img,1,0.10.3,python
akcarsten/pyMate,make_first_level_design_matrix,1,0.10.3,python
akcarsten/pyMate,mean_img,1,0.10.3,python
akcarsten/pyMate,threshold_stats_img,1,0.10.3,python
akcarsten/pyMate,view_img,1,0.10.3,python
akcarsten/pyMate,plot_design_matrix,1,0.10.3,python
akcarsten/pyMate,plot_contrast_matrix,1,0.10.3,python
egyptdj/stagin,new_img_like,3,0.9.2,python
egyptdj/stagin,fetch_atlas_schaefer_2018,7,0.9.2,python
egyptdj/stagin,load_img,9,0.9.2,python
egyptdj/stagin,fetch_atlas_aal,5,0.9.2,python
egyptdj/stagin,fetch_atlas_destrieux_2009,5,0.9.2,python
egyptdj/stagin,fetch_atlas_harvard_oxford,5,0.9.2,python
egyptdj/stagin,NiftiLabelsMasker,4,0.9.2,python
egyptdj/stagin,torch,1,0.9.2,python
egyptdj/stagin,fetch_abide_pcp,1,0.9.2,python
MELDProject/meld_graph,resample_img,2,0.10.2,mixed
MELDProject/meld_graph,math_img,2,0.10.2,mixed
MELDProject/meld_graph,find_xyz_cut_coords,2,0.10.2,mixed
MELDProject/meld_graph,plot_anat,4,0.10.2,mixed
MELDProject/meld_graph,new_img_like,4,0.10.2,mixed
MELDProject/meld_graph,as_ndarray,4,0.10.2,mixed
MELDProject/meld_classifier,resample_img,4,0.8,mixed
MELDProject/meld_classifier,math_img,2,0.8,mixed
MELDProject/meld_classifier,find_xyz_cut_coords,2,0.8,mixed
MELDProject/meld_classifier,plot_anat,2,0.8,mixed
xqyn/modeling,fetch_haxby,2,,notebook
xqyn/modeling,load_img,11,,notebook
xqyn/modeling,new_img_like,2,,notebook
xqyn/modeling,plot_anat,4,,notebook
xqyn/modeling,index_img,4,,notebook
xqyn/modeling,math_img,4,,notebook
xqyn/modeling,smooth_img,4,,notebook
xqyn/modeling,plot_epi,2,,notebook
xqyn/modeling,plot_stat_map,2,,notebook
xqyn/modeling,view_img,2,,notebook
xqyn/modeling,compute_epi_mask,2,,notebook
xqyn/modeling,apply_mask,2,,notebook
xqyn/modeling,unmask,2,,notebook
xqyn/modeling,NiftiMasker,4,,notebook
xqyn/modeling,clean_img,2,,notebook
xqyn/modeling,fetch_development_fmri,2,,notebook
xqyn/modeling,mean_img,2,,notebook
xqyn/modeling,plot_roi,6,,notebook
xqyn/modeling,view_img_on_surf,2,,notebook
xqyn/modeling,fetch_atlas_harvard_oxford,4,,notebook
xqyn/modeling,plot_prob_atlas,2,,notebook
xqyn/modeling,resample_img,2,,notebook
xqyn/modeling,resample_to_img,2,,notebook
xqyn/modeling,img_to_signals_labels,2,,notebook
xqyn/modeling,NiftiLabelsMasker,2,,notebook
xqyn/modeling,ConnectivityMeasure,2,,notebook
xqyn/modeling,plot_matrix,2,,notebook
xqyn/modeling,find_parcellation_cut_coords,2,,notebook
xqyn/modeling,view_connectome,2,,notebook
xqyn/modeling,MNI152_FILE_PATH,5,,notebook
xqyn/modeling,plot_img,4,,notebook
xqyn/modeling,show,1,,notebook
SanoScience/MP-spreading-prediction,crop_img,3,0.0.0,python
NU-ACNLab/mwmh,clean_img,63,,python
NU-ACNLab/mwmh,NiftiLabelsMasker,9,,python
NU-ACNLab/mwmh,FirstLevelModel,16,,python
NU-ACNLab/mwmh,butterworth,6,,python
NU-ACNLab/mwmh,plot_design_matrix,2,,python
NU-ACNLab/mwmh,plot_contrast_matrix,4,,python
NU-ACNLab/mwmh,plot_stat_map,4,,python
BCCL-IIITH/Workshop_Neuroimaging,load_img,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_img,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_anat,3,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,view_img,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,smooth_img,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,fetch_adhd,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,fetch_atlas_harvard_oxford,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_roi,3,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,NiftiLabelsMasker,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,ConnectivityMeasure,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_matrix,3,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,find_parcellation_cut_coords,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_connectome,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,view_connectome,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,NiftiSpheresMasker,3,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,NiftiMasker,2,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_stat_map,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,index_img,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,mean_img,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,plot_epi,3,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,compute_brain_mask,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,fetch_atlas_aal,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,fetch_development_fmri,1,0.0.0,notebook
BCCL-IIITH/Workshop_Neuroimaging,fetch_atlas_basc_multiscale_2015,1,0.0.0,notebook
andwang1/BrainSurfaceTK,view_img,1,,python
artem-zatcepin/molecular-connectivity,plot_img,4,0.10.3,mixed
artem-zatcepin/molecular-connectivity,plot_matrix,2,0.10.3,mixed
artem-zatcepin/molecular-connectivity,ConnectivityMeasure,2,0.10.3,mixed
delta-papa/stn,view_img,1,0.5.2,notebook
pab2163/amygdala_mpfc_multiverse,load_img,48,,mixed
pab2163/mindful_brain_project,load_img,9,,mixed
pab2163/mindful_brain_project,plot_stat_map,1,,mixed
pab2163/mindful_brain_project,plot_roi,2,,mixed
pab2163/mindful_brain_project,apply_mask,2,,mixed
Artem48/3D-Unet,new_img_like,5,0.3.0,python
Artem48/3D-Unet,resample_to_img,2,0.3.0,python
Artem48/3D-Unet,crop_img_to,1,0.3.0,python
Artem48/3D-Unet,reorder_img,1,0.3.0,python
Artem48/3D-Unet,check_niimg,1,0.3.0,python
Artem48/3D-Unet,_crop_img_to,1,0.3.0,python
by-liu/neu350,clean,2,,notebook
by-liu/2022-BrainTopogr-fNIRS-AV,make_first_level_design_matrix,2,,python
rob-luke/2022-ABPS-fNIRS-Demo,plot_design_matrix,1,0.9,notebook
school-brainhack/school-brainhack.github.io,fetch_atlas_harvard_oxford,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,load_confounds,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,NiftiLabelsMasker,3,0.0.0,mixed
school-brainhack/school-brainhack.github.io,ConnectivityMeasure,4,0.0.0,mixed
school-brainhack/school-brainhack.github.io,sym_matrix_to_vec,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,plot_matrix,4,0.0.0,mixed
school-brainhack/school-brainhack.github.io,find_xyz_cut_coords,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,plot_connectome,7,0.0.0,mixed
school-brainhack/school-brainhack.github.io,view_connectome,3,0.0.0,mixed
school-brainhack/school-brainhack.github.io,fetch_development_fmri,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,NiftiMasker,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,fetch_atlas_msdl,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,NiftiMapsMasker,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,mean_img,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,view_img,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,fetch_atlas_basc_multiscale_2015,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,plot_roi,2,0.0.0,mixed
school-brainhack/school-brainhack.github.io,plot_stat_map,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,find_parcellation_cut_coords,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,fetch_atlas_schaefer_2018,1,0.0.0,mixed
school-brainhack/school-brainhack.github.io,plot_surf,7,0.0.0,mixed
kimberlynestor/CMU,compute_regressor,21,,python
kimberlynestor/CMU,load_img,7,,python
kimberlynestor/CMU,plot_surf,2,,python
Ataulhaye/MDMLN,plot_glass_brain,1,,python
Ataulhaye/MDMLN,show,1,,python
Ataulhaye/MDMLN,smooth_img,2,,python
JunaidMerchant/SocialInteractionMetaAnalysis,plot_stat_map,7,,mixed
JunaidMerchant/SocialInteractionMetaAnalysis,binarize_img,1,,mixed
JunaidMerchant/SocialInteractionMetaAnalysis,load_img,3,,mixed
JunaidMerchant/SocialInteractionMetaAnalysis,resample_to_img,3,,mixed
jscanass/dwi_processing,plot_anat,1,0.5.2,notebook
sed-pro-inria/containers,plot_stat_map,3,,notebook
sed-pro-inria/containers,show,4,,notebook
sed-pro-inria/containers,plot_anat,8,,notebook
pierreHmbt/GL-3SR,fetch_adhd,1,,notebook
pierreHmbt/GL-3SR,fetch_atlas_msdl,1,,notebook
pierreHmbt/GL-3SR,NiftiMapsMasker,1,,notebook
pierreHmbt/GL-3SR,plot_connectome,1,,notebook
MahdiAll99/MEDimage,resample_to_img,1,0.0.0,python
jasonbian97/fastcod-code,resample_img,2,,python
LivingPark-MRI/livingpark-utils,plot_anat,2,0.0.0,python
nipoppy/nipoppy,fetch_atlas_schaefer_2018,1,0.11.1,python
nipoppy/nipoppy,NiftiLabelsMasker,2,0.11.1,python
nipoppy/nipoppy,load_confounds,2,0.11.1,python
nipoppy/nipoppy,load_confounds_strategy,1,0.11.1,python
nipoppy/nipoppy,ConnectivityMeasure,1,0.11.1,python
yhydhx/PET_GRAPH,fetch_adhd,1,0.5.0,python
yhydhx/PET_GRAPH,fetch_coords_power_2011,1,0.5.0,python
dariusvalevicius/realtime-evolution,NiftiMasker,1,0.0.0,python
LeiGuo0812/restpy,load_img,5,0.0.0,python
LeiGuo0812/restpy,NiftiMasker,5,0.0.0,python
LeiGuo0812/restpy,clean_img,1,0.0.0,python
LeiGuo0812/restpy,NiftiLabelsMasker,1,0.0.0,python
LeiGuo0812/restpy,plot_epi,1,0.0.0,python
LeiGuo0812/restpy,index_img,1,0.0.0,python
LeiGuo0812/restpy,plot_glass_brain,2,0.0.0,python
LeiGuo0812/restpy,NiftiSpheresMasker,2,0.0.0,python
LeiGuo0812/restpy,plot_roi,1,0.0.0,python
neuropower/neuropower-web,compute_background_mask,1,0.2.2,python
wiheto/teneto,NiftiLabelsMasker,1,several_versions_detected,python
RdoubleA/DWIinpainting,plot_anat,19,,mixed
RdoubleA/DWIinpainting,index_img,5,,mixed
ChildBrainLab/LCBDtools,smooth_img,2,,mixed
ChildBrainLab/LCBDtools,first_level_from_bids,1,,mixed
ChildBrainLab/LCBDtools,fetch_development_fmri,1,,mixed
ChildBrainLab/LCBDtools,mean_img,1,,mixed
ChildBrainLab/LCBDtools,plot_epi,1,,mixed
ChildBrainLab/LCBDtools,plot_glass_brain,1,,mixed
ChildBrainLab/LCBDtools,make_first_level_design_matrix,3,,mixed
ChildBrainLab/LCBDtools,plot_design_matrix,4,,mixed
misho-dimitrov/Motion_Correction_rs-fMRI,fetch_atlas_harvard_oxford,1,0.0.0,notebook
misho-dimitrov/Motion_Correction_rs-fMRI,plot_roi,1,0.0.0,notebook
misho-dimitrov/Motion_Correction_rs-fMRI,NiftiLabelsMasker,1,0.0.0,notebook
misho-dimitrov/Motion_Correction_rs-fMRI,ConnectivityMeasure,1,0.0.0,notebook
misho-dimitrov/Motion_Correction_rs-fMRI,plot_matrix,2,0.0.0,notebook
misho-dimitrov/Tianeptine_wDC,NiftiMasker,3,,mixed
misho-dimitrov/Tianeptine_wDC,plot_img,5,,mixed
misho-dimitrov/Tianeptine_wDC,binarize_img,1,,mixed
misho-dimitrov/Tianeptine_wDC,intersect_masks,3,,mixed
misho-dimitrov/Tianeptine_wDC,math_img,1,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,NiftiMasker,3,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,plot_img,5,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,binarize_img,1,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,intersect_masks,3,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,load_mni152_template,1,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,plot_stat_map,3,,mixed
misho-dimitrov/Pharmacological_Modulation_rs-fMRI_FC,math_img,1,,mixed
aperezlebel/brain_mapping,CanICA,1,0.5.2,python
aperezlebel/brain_mapping,DictLearning,1,0.5.2,python
aperezlebel/brain_mapping,Parcellations,2,0.5.2,python
aperezlebel/brain_mapping,load_mni152_template,1,0.5.2,python
aperezlebel/brain_mapping,compute_gray_matter_mask,1,0.5.2,python
aperezlebel/brain_mapping,fetch_atlas_harvard_oxford,4,0.5.2,python
aperezlebel/meta_ALE,datasets,2,0.0.0,mixed
aperezlebel/meta_ALE,compute_gray_matter_mask,3,0.0.0,mixed
aperezlebel/meta_ALE,image,6,0.0.0,mixed
aperezlebel/meta_ALE,plot_stat_map,16,0.0.0,mixed
aperezlebel/meta_ALE,load_mni152_template,2,0.0.0,mixed
aperezlebel/meta_ALE,resample_to_img,2,0.0.0,mixed
aperezlebel/meta_ALE,plot_glass_brain,1,0.0.0,mixed
larrycheungbai/CAIR_Lei,new_img_like,2,,python
uw-biomedical-ml/mri2mri,resample_img,1,0.0.0,python
MinaAlmasi/AdvancedCognitiveNeuroscience,glover_hrf,13,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,glover_time_derivative,5,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,make_first_level_design_matrix,3,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,plot_design_matrix,2,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,FirstLevelModel,1,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,apply_mask,1,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,_cosine_drift,1,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,plot_anat,1,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,plot_stat_map,2,0.0.0,notebook
MinaAlmasi/AdvancedCognitiveNeuroscience,index_img,2,0.0.0,notebook
Medical-Image-Analysis-Laboratory/fetmrqc,reorder_img,1,0.10.3,python
Medical-Image-Analysis-Laboratory/mialsuperresolutiontoolkit,plot_anat,1,0.8.0,notebook
alexhanganu/nimb,load_img,1,1.15.0,python
alexhanganu/nimb,fetch_atlas_harvard_oxford,1,1.15.0,python
alexhanganu/nimb,NiftiLabelsMasker,1,1.15.0,python
alexhanganu/nimb,ConnectivityMeasure,2,1.15.0,python
alexhanganu/nimb,NiftiSpheresMasker,1,1.15.0,python
alexhanganu/nimb,NiftiMasker,1,1.15.0,python
alexhanganu/nimb,vol_to_surf,1,1.15.0,python
alexhanganu/nimb,load_surf_data,1,1.15.0,python
alexhanganu/nimb,fetch_atlas_surf_destrieux,1,1.15.0,python
alexhanganu/nimb,fetch_surf_fsaverage,1,1.15.0,python
mckenziephagen/functional-connectivity-comparison,ConnectivityMeasure,1,0.9.1,python
mckenziephagen/functional-connectivity-comparison,fetch_atlas_schaefer_2018,1,0.9.1,python
mckenziephagen/functional-connectivity-comparison,plot_matrix,9,0.9.1,python
RuKrei/SourceLoc,plot_anat,1,,python
DSeahYS/Depression-Predictor-and-3D-Brain-Visualiser,fetch_neurovault_motor_task,1,0.9.0,python
bragg13/sae-fmri-extractor,fetch_surf_fsaverage,2,0.10.4,python
bragg13/sae-fmri-extractor,load_surf_mesh,2,0.10.4,python
Zahnert/piriform_cbp,math_img,1,,mixed
Zahnert/piriform_cbp,NiftiMasker,1,,mixed
Ihssene-Brahimi/digital_phantom_prac,plot_img,12,0.10.1,notebook
Ihssene-Brahimi/digital_phantom_prac,smooth_img,2,0.10.1,notebook
brainhack-school2022/Lajoie_project,fetch_development_fmri,1,,notebook
brainhack-school2022/Lajoie_project,NiftiSpheresMasker,1,,notebook
brainhack-school2022/Lajoie_project,NiftiMasker,1,,notebook
brainhack-school2022/Lajoie_project,plot_stat_map,1,,notebook
brainhack-school2022/deroy_project,smooth_img,1,0.9.1,python
brainhack-school2022/deroy_project,NiftiSpheresMasker,1,0.9.1,python
brainhack-school2022/deroy_project,NiftiMasker,1,0.9.1,python
brainhack-school2022/deroy_project,plot_stat_map,1,0.9.1,python
brainhack-school2022/deroy_project,plot_glass_brain,1,0.9.1,python
sahahn/neurotools,vec_to_sym_matrix,1,0.8.1,python
sahahn/neurotools,load_surf_mesh,2,0.8.1,python
sahahn/neurotools,load_surf_data,6,0.8.1,python
sahahn/neurotools,plot_glass_brain,2,0.8.1,python
sahahn/neurotools,plot_stat_map,2,0.8.1,python
sahahn/neurotools,plot_roi,2,0.8.1,python
sahahn/neurotools,permuted_ols,1,0.8.1,python
sahahn/neurotools,vol_to_surf,1,0.8.1,python
sahahn/neurotools,fill_doc,1,0.8.1,python
sahahn/neurotools,_row_sum_of_squares,2,0.8.1,python
sahahn/neurotools,compute_brain_mask,1,0.8.1,python
LEO-UMCG/Visual_Hallucinations_Classification,math_img,1,0.10.0,python
LEO-UMCG/Visual_Hallucinations_Classification,load_img,2,0.10.0,python
LEO-UMCG/Visual_Hallucinations_Classification,plot_stat_map,1,0.10.0,python
JanaLipkova/s3,math_img,2,0.5.0,python
SPiN-Lab/ME-PCA,load_img,1,0.0.0,python
tony-rsa/mimtk-dash-ui,load_img,2,several_versions_detected,python
tony-rsa/mimtk-dash-ui,resample_to_img,1,several_versions_detected,python
astewartau/qsm-forward,resample_img,1,0.0.0,python
JamesWardAntony/bball,intersect_masks,7,,mixed
JamesWardAntony/bball,mask_images,10,,mixed
JamesWardAntony/bball,MaskedMultiSubjectData,10,,mixed
JamesWardAntony/bball,NiftiMasker,12,,mixed
JamesWardAntony/bball,load_mni152_template,8,,mixed
JamesWardAntony/bball,resample_img,13,,mixed
JamesWardAntony/bball,fetch_atlas_harvard_oxford,5,,mixed
JamesWardAntony/bball,plot_roi,13,,mixed
JamesWardAntony/bball,NiftiLabelsMasker,4,,mixed
JamesWardAntony/bball,vol_to_surf,1,,mixed
JamesWardAntony/bball,plot_surf_stat_map,2,,mixed
JamesWardAntony/bball,fetch_surf_fsaverage5,4,,mixed
JamesWardAntony/bball,resample_to_img,16,,mixed
JamesWardAntony/bball,load_img,8,,mixed
JamesWardAntony/bball,index_img,4,,mixed
JamesWardAntony/bball,plot_epi,4,,mixed
JamesWardAntony/bball,compute_epi_mask,2,,mixed
practical-neuroimaging/pna2015,plot_glass_brain,2,,notebook
practical-neuroimaging/pna2015,plot_stat_map,1,,notebook
alixlam/stroke_fmri_analysis,plot_connectome,1,0.0.0,python
alixlam/stroke_fmri_analysis,find_parcellation_cut_coords,1,0.0.0,python
mobbslab/foraging_paper,plot_roi,1,,mixed
mobbslab/foraging_paper,NiftiLabelsMasker,1,,mixed
mobbslab/foraging_paper,image,1,,mixed
mobbslab/foraging_paper,resample_to_img,1,,mixed
mobbslab/foraging_paper,new_img_like,2,,mixed
mobbslab/foraging_paper,check_niimg_3d,1,,mixed
mobbslab/foraging_paper,resample_img,1,,mixed
mobbslab/foraging_paper,_load_mask_img,2,,mixed
mobbslab/foraging_paper,_apply_mask_fmri,1,,mixed
mobbslab/foraging_paper,coord_transform,2,,mixed
mobbslab/foraging_paper,check_niimg_4d,1,,mixed
mobbslab/foraging_paper,smooth_img,1,,mixed
zrmor/neuroimaging-python,fetch_language_localizer_demo_dataset,1,0.10.4,python
zrmor/neuroimaging-python,first_level_from_bids,1,0.10.4,python
victoriamccray/Hackathon,load_img,1,,mixed
victoriamccray/Hackathon,plot_stat_map,5,,mixed
victoriamccray/Hackathon,load_mni152_template,1,,mixed
victoriamccray/Hackathon,plot_anat,1,,mixed
victoriamccray/Hackathon,show,2,,mixed
victoriamccray/Hackathon,fetch_development_fmri,4,,mixed
victoriamccray/Hackathon,smooth_img,1,,mixed
victoriamccray/Hackathon,fetch_atlas_harvard_oxford,2,,mixed
