name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,has_version,has_imports,use_imports,include,user,repo,content,duplicated_repo
Amit-kr26/Contract-Information-Extractor,2025-01-09,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""coverage (>=5.2.1)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""pandas (>=1.5.0)"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest (>=6)"", ""pytest-cov (>=2.11)"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout (>=1.4)"", ""pytest-xdist (>=2.5)"", ""sphinx (>=2.1.2)"", ""sphinx (>=7)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Amit-kr26,Contract-Information-Extractor,mixed,False
caitantal/qlsc612-git-exercise,2024-05-14,[],n/a,n/a,n/a,0,0,False,False,False,False,caitantal,qlsc612-git-exercise,mixed,False
alexblnn/Notip,2025-01-14,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': '                ""nilearn"",""sanssouci"",""matplotlib"",\n', 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,"{'input_data': 2, 'glm': 2, 'image': 5, 'datasets': 20, '_utils': 4, 'reporting': 2, 'plotting': 4}","{'get_data_dirs': 2, 'NiftiMasker': 3, 'fdr_threshold': 2, 'check_niimg_3d': 4, '_safe_get_data': 8, 'threshold_img': 3, '_local_max': 3, 'coord_transform': 3, 'new_img_like': 1, 'fetch_neurovault': 18, 'find_xyz_cut_coords': 3, 'plotting': 10, 'plot_stat_map': 7}",20,0,True,True,True,True,alexblnn,Notip,python,False
Jimklien1/Chattybot,2023-04-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,n/a,n/a,0,0,True,False,False,True,Jimklien1,Chattybot,mixed,False
Grutschus/botender,2024-01-09,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Grutschus,botender,mixed,False
nwiltberg/project_msc05,2023-03-12,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'content/code/environment.yml', 'version': '    - nilearn==0.9.0\n', 'extracted_version': '0.9.0'}]",0.9.0,"{'datasets': 1, 'plotting': 1}","{'datasets': 2, 'nilearn': 1, 'fetch_atlas_yeo_2011': 1, 'plot_roi': 1, 'plotting': 1}",0,1,True,True,True,True,nwiltberg,project_msc05,notebook,False
rockNroll87q/apparent_motion,2024-06-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,n/a,n/a,0,0,True,False,False,True,rockNroll87q,apparent_motion,mixed,False
andrewrosss/nipype-generate-fieldmaps,2022-02-03,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""datalad"", ""pytest"", ""dipy (!=1.4.1)"", ""psutil (>=5.0)"", ""duecredit"", ""matplotlib"", ""nilearn"", ""paramiko"", ""sphinx-argparse"", ""sphinxcontrib-napoleon"", ""black"", ""pybids (>=0.7.0)"", ""xvfbwrapper"", ""nipy"", ""pytest-env"", ""coverage (<5)"", ""codecov"", ""nitime"", ""pytest-timeout"", ""sphinx (>=2.1.2)"", ""sphinxcontrib-apidoc"", ""nbsphinx"", ""pytest-cov"", ""ipython""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,andrewrosss,nipype-generate-fieldmaps,mixed,False
felenitaribeiro/deepRetinotopy_TheToolbox,2025-03-28,"[{'file': 'environment.yml', 'version': '      - nilearn==0.6.0a0\n', 'extracted_version': '0.6'}]",0.6,n/a,n/a,0,0,True,False,False,True,felenitaribeiro,deepRetinotopy_TheToolbox,mixed,False
RanArino/BDA700_Project,2024-11-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,"{'image': 1, 'plotting': 1}","{'image': 16, 'shape': 3, 'load_img': 1, 'plot_epi': 1, 'plotting': 1}",0,1,True,True,True,True,RanArino,BDA700_Project,notebook,False
garikoitz/launchcontainers,2024-10-16,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,garikoitz,launchcontainers,mixed,False
AI4MyBUPT/DACRLD,2024-08-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,n/a,n/a,0,0,True,False,False,True,AI4MyBUPT,DACRLD,mixed,False
favour-nerrise/xGW-GAT,2024-12-05,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,n/a,n/a,0,0,True,False,False,True,favour-nerrise,xGW-GAT,mixed,False
jamalw/music_event_structures_bucket,2022-08-15,[],n/a,"{'input_data': 3, 'image': 27, 'surface': 2, 'datasets': 3, 'plotting': 7, 'connectome': 1, 'masking': 1}","{'load_img': 41, 'fetch_surf_fsaverage': 2, 'datasets': 3, 'vol_to_surf': 4, 'surface': 4, 'plot_surf_stat_map': 6, 'plotting': 7, 'plot_glass_brain': 1, 'NiftiMasker': 2, 'fetch_atlas_schaefer_2018': 1, 'ConnectivityMeasure': 1}",34,0,False,True,True,True,jamalw,music_event_structures_bucket,python,False
jamalw/MES_jukebox,2017-12-05,[],n/a,"{'image': 5, 'input_data': 2, 'plotting': 2}","{'load_img': 19, 'NiftiMasker': 2}",7,0,False,True,True,True,jamalw,MES_jukebox,python,False
jamalw/music_event_structures,2018-02-02,[],n/a,"{'image': 3, 'input_data': 2, 'plotting': 2}","{'load_img': 9, 'NiftiMasker': 2}",5,0,False,True,True,True,jamalw,music_event_structures,python,False
jamalw/music_event_structures_tigress,2022-07-19,[],n/a,"{'input_data': 3, 'image': 13, 'plotting': 2}","{'load_img': 27, 'NiftiMasker': 2}",15,0,False,True,True,True,jamalw,music_event_structures_tigress,python,False
TashinAhmed/HATE,2024-06-21,"[{'file': 'requirements.txt', 'version': 'nilearn                            0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,TashinAhmed,HATE,mixed,False
loufay/Beyond-the-prompt,2025-03-11,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",0.10.4,n/a,n/a,0,0,True,False,False,True,loufay,Beyond-the-prompt,mixed,False
didi226/scut_eeg_feature,2025-01-13,"[{'file': 'docs/requirements.txt', 'version': 'nilearn', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': ""'nilearn'\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'connectome': 2, 'plotting': 5}","{'ConnectivityMeasure': 2, 'plot_matrix': 3, 'plotting': 3}",2,2,True,True,True,True,didi226,scut_eeg_feature,mixed,False
nipype/pydra-tutorial,2024-12-29,"[{'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,nipype,pydra-tutorial,mixed,False
nipype/nipype2pydra,2024-05-21,"[{'file': 'required-fileformats/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'nipype2pydra/pkg_gen/resources/templates/related-packages/fileformats-extras/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'nipype2pydra/pkg_gen/resources/templates/related-packages/fileformats/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/slicer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/petpvc/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/nilearn/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/camino2trackvis/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/bru2nii/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/workbench/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/diffusion_toolkit/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dcmstack/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/cmtk/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dynamic_slicer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/spm/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyfit/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/fsl/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/robex/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/brainsuite/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/semtools/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/freesurfer/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/cat12/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dipy/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/quickshear/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/ants/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/nitime/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/c3/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyseg/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/vista/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/dtitk/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/elastix/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/minc/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/mipav/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/camino/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/meshfix/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/afni/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'required-fileformats/niftyreg/pyproject.toml', 'version': None, 'extracted_version': None}]",n/a,n/a,n/a,0,0,False,False,False,False,nipype,nipype2pydra,mixed,False
nipype/pydra-mriqc,2024-05-22,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,nipype,pydra-mriqc,mixed,False
nipype/pydra,2025-04-02,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '    - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'interfaces': 1, 'glm': 1, 'reporting': 1, 'plotting': 1}","{'first_level_from_bids': 1, 'get_design_from_fslmat': 1, 'make_glm_report': 1, 'get_clusters_table': 1, 'plot_glass_brain': 2, 'plot_img_comparison': 1, 'plot_contrast_matrix': 1}",0,1,True,True,True,True,nipype,pydra,notebook,False
nipype/pydra-nireports,2024-05-21,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '>= 0.5.2', 'extracted_version': '0.5.2'}]",0.5.2,n/a,n/a,0,0,True,False,False,True,nipype,pydra-nireports,mixed,False
nipype/pydra-niworkflows,2024-05-21,"[{'file': 'tools/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'nipype-auto-conv/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '>= 0.5.2', 'extracted_version': '0.5.2'}]",0.5.2,n/a,n/a,0,0,True,False,False,True,nipype,pydra-niworkflows,mixed,False
nipype/pydra-fitlins,2022-09-12,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'FirstLevelModel': 1, '_flatten': 1, 'prepare_contrasts': 1, 'plotting': 1, 'glm': 6}","{'FirstLevelModel': 3, 'prepare_contrasts': 1, '_flatten': 1, 'plot_design_matrix': 1, 'plotting': 7, 'plot_glass_brain': 2, 'plot_surf_stat_map': 4, 'make_first_level_design_matrix': 1, 'design_matrix': 1, 'run_glm': 2, 'first_level': 3, 'compute_contrast': 2, 'SecondLevelModel': 1, 'second_level': 1, '_compute_fixed_effects_params': 1, 'compute_fixed_effects': 1}",3,0,True,True,True,True,nipype,pydra-fitlins,python,False
pantaray/hpc-parallel-computing,2023-07-20,[],n/a,"{'datasets': 1, 'plotting': 1, 'maskers': 1, 'compute_connectome': 2, 'subjectList': 1}","{'fetch_development_fmri': 1, 'datasets': 2, 'fetch_coords_power_2011': 1, 'NiftiSpheresMasker': 1, 'plot_connectome': 1, 'plotting': 1, 'compute_connectome': 2, 'subjectList': 1}",1,2,False,True,True,True,pantaray,hpc-parallel-computing,mixed,False
rmenuet/fmri_decoding,2019-10-24,[],n/a,"{'input_data': 3, 'datasets': 1, 'image': 1, 'plotting': 1}","{'NiftiMasker': 3, 'fetch_neurovault': 1, 'resample_to_img': 1, 'plot_glass_brain': 2, 'plot_stat_map': 2}",6,0,False,True,True,True,rmenuet,fmri_decoding,python,False
ArminTi/Nilearn_Practice_fMRI,2024-10-08,[],n/a,"{'plotting': 4, 'image': 4, 'glm': 2, 'datasets': 1, 'maskers': 1}","{'plot_epi': 3, 'plotting': 16, 'mean_img': 8, 'plot_event': 2, 'make_first_level_design_matrix': 1, 'first_level': 2, 'plot_design_matrix': 1, 'FirstLevelModel': 1, 'plot_contrast_matrix': 1, 'plot_stat_map': 1, 'plot_anat': 3, 'plot_img': 1, 'index_img': 1, 'plot_carpet': 1, 'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'plot_roi': 3, 'NiftiLabelsMasker': 1, 'NiftiMasker': 1, 'new_img_like': 1}",0,3,False,True,True,True,ArminTi,Nilearn_Practice_fMRI,notebook,False
aplanchu/qMRI-CAO,2024-05-28,[],n/a,{'masking': 10},{'unmask': 13},5,0,False,True,True,True,aplanchu,qMRI-CAO,python,False
Revelia/GPT2-aligment,2023-12-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,n/a,n/a,0,0,True,False,False,True,Revelia,GPT2-aligment,mixed,False
dPys/PyNets,2022-06-02,[],n/a,n/a,n/a,0,0,False,False,False,False,dPys,PyNets,mixed,False
IanRFerguson/glm-express,2022-10-10,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'setup.py', 'version': ""            'nilearn', 'pandas', 'tqdm', 'matplotlib', 'numpy', 'pybids', 'nibabel', 'nltools'\n"", 'extracted_version': '0.0.0'}, {'file': 'glm_express/_setup/setup.py', 'version': ""            'nilearn', 'pandas', 'tqdm', 'matplotlib', 'numpy', 'pybids', 'nibabel', 'nltools'\n"", 'extracted_version': '0.0.0'}]",several_versions_detected,"{'glm': 2, 'plotting': 3, 'reporting': 2, 'maskers': 3, 'connectome': 3, 'datasets': 1}","{'plot_glass_brain': 4, 'plotting': 14, 'make_second_level_design_matrix': 2, 'second_level': 5, 'SecondLevelModel': 3, 'threshold_stats_img': 2, 'plot_stat_map': 2, 'get_clusters_table': 1, 'NiftiLabelsMasker': 2, 'ConnectivityMeasure': 3, 'NiftiMapsMasker': 2, 'fetch_atlas_msdl': 1, 'datasets': 1, 'find_probabilistic_atlas_cut_coords': 1, 'find_parcellation_cut_coords': 1, 'plot_connectome': 3, 'show': 1, 'make_first_level_design_matrix': 1, 'first_level': 3, 'plot_design_matrix': 2, 'FirstLevelModel': 2, 'make_glm_report': 1}",4,0,True,True,True,True,IanRFerguson,glm-express,python,False
vrgsdaniel/mri_learning,2020-05-24,"[{'file': 'environment.yml', 'version': '  - nilearn=0.6.*\n', 'extracted_version': '0.6'}]",0.6,{'input_data': 1},{'NiftiLabelsMasker': 1},1,0,True,True,True,True,vrgsdaniel,mri_learning,python,False
luiscam7/cerebro,2023-12-27,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""PyQt6"", ""darkdetect"", ""dipy"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""mne[hdf5]"", ""nibabel"", ""nilearn"", ""numba"", ""numexpr"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyobjc-framework-Cocoa (>=5.2.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle"", ""qtpy"", ""scikit-learn"", ""sip"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,luiscam7,cerebro,mixed,False
lukassnoek/nilearn-tutorial,2020-10-30,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",0.6.0,"{'datasets': 2, 'image': 2, 'plotting': 2, 'masking': 2, 'input_data': 2, 'regions': 1, 'connectome': 1}","{'fetch_haxby': 1, 'datasets': 4, 'load_img': 5, 'image': 15, 'new_img_like': 1, 'plot_anat': 2, 'plotting': 13, 'index_img': 2, 'math_img': 2, 'smooth_img': 1, 'plot_epi': 1, 'plot_stat_map': 1, 'view_img': 1, 'compute_epi_mask': 1, 'masking': 3, 'apply_mask': 1, 'unmask': 1, 'NiftiMasker': 2, 'clean_img': 1, 'fetch_development_fmri': 1, 'mean_img': 1, 'plot_roi': 3, 'view_img_on_surf': 1, 'fetch_atlas_harvard_oxford': 2, 'plot_prob_atlas': 1, 'resample_img': 1, 'resample_to_img': 1, 'img_to_signals_labels': 1, 'regions': 1, 'NiftiLabelsMasker': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'find_parcellation_cut_coords': 1, 'view_connectome': 1}",0,1,True,True,True,True,lukassnoek,nilearn-tutorial,notebook,False
lukassnoek/nilearn-stats-tutorial,2020-12-07,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.6.0\n', 'extracted_version': '0.6.0'}]",0.6.0,"{'glm': 7, 'plotting': 2, 'reporting': 1, 'masking': 1}","{'glover_hrf': 1, 'compute_regressor': 1, 'plot_design_matrix': 3, 'FirstLevelModel': 3, 'make_first_level_design_matrix': 1, 'plot_stat_map': 3, 'plotting': 3, 'threshold_stats_img': 1, 'make_glm_report': 1, 'intersect_masks': 1, 'masking': 1, 'SecondLevelModel': 2}",0,1,True,True,True,True,lukassnoek,nilearn-stats-tutorial,notebook,False
lukassnoek/MSc_thesis,2015-12-28,[],n/a,n/a,n/a,0,0,False,False,False,False,lukassnoek,MSc_thesis,mixed,False
lukassnoek/SharedStates,2017-03-17,[],n/a,{'plotting': 3},{'plot_stat_map': 1},0,3,False,True,True,True,lukassnoek,SharedStates,notebook,False
jooh/neuroconda,2021-05-20,[],n/a,n/a,n/a,0,0,False,False,False,False,jooh,neuroconda,mixed,False
BrainNetworksCourse/brain-networks-pset1,2018-09-26,[],n/a,{'plotting': 1},"{'plot_anat': 1, 'plotting': 2, 'plot_prob_atlas': 1}",0,1,False,True,True,True,BrainNetworksCourse,brain-networks-pset1,notebook,False
